Start Count;End Count;Improvement Count;Starting Positions;Move Sequence;Move Count;Value
10;11;1;E2-E3-E4-E7-K1-K10-K2-K6-K8-K9;Ub Db R R D Ub Db U R Db Rb Db R U D Ub R D R U;20;0.05
13;14;1;E1-E5-E6-E7-E8-K10-K11-K12-K2-K5-K6-K7-K9;Rb Db Db Db F Db R D Fb Db;10;0.10
12;13;1;E1-E4-E5-K1-K11-K12-K2-K4-K5-K7-K8-K9;R L Ub L U Rb Ub Lb U Lb;10;0.10
12;13;1;E1-E2-E3-E5-E6-E8-K1-K10-K12-K3-K4-K8;Rb Bb R Db Db Db R B D Bb Rb Db;12;0.08
13;14;1;E1-E2-E3-E5-E6-E8-K1-K10-K12-K3-K4-K6-K8;Fb B B D Bb Db Bb Db Bb D B D Bb F;14;0.07
6;8;2;E1-E4-E6-E8-K1-K11;Lb D Rb Db L;5;0.40
13;14;1;E1-E2-E5-E6-E7-K1-K11-K12-K3-K5-K7-K8-K9;L D Rb Db Lb D R D D D;10;0.10
12;13;1;E3-E4-E6-E7-E8-K1-K11-K12-K3-K5-K6-K9;Rb Bb R B R Db Rb D;8;0.12
10;11;1;E3-E5-E6-E7-K1-K10-K11-K12-K3-K4;B L Bb Lb Db B D;7;0.14
13;14;1;E1-E2-E3-E4-E6-E8-K10-K12-K4-K5-K7-K8-K9;Bb R B R B R Bb Rb B B B Rb;12;0.08
12;13;1;E2-E3-E5-E6-E8-K1-K10-K11-K12-K3-K6-K7;Fb U F Ub Fb Ub Fb U U U F U Fb Fb;14;0.07
13;14;1;E2-E5-E6-E7-E8-K1-K10-K11-K12-K2-K3-K4-K6;Lb Bb L Fb Lb B L F;8;0.12
7;8;1;E5-E6-E7-K11-K12-K3-K4;Ub Lb U L;4;0.25
8;9;1;E1-E8-K1-K10-K4-K5-K7-K9;Lb Bb R B L;5;0.20
13;14;1;E1-E2-E4-E6-E8-K1-K10-K2-K4-K5-K7-K8-K9;Db L D L D L D Ub D U D Lb Db Lb;14;0.07
7;8;1;E2-E6-E7-E8-K11-K4-K5;Lb R B L Bb Rb;6;0.17
9;10;1;E2-E4-E5-E6-E7-K2-K4-K5-K8;Db U U D B Db Bb Ub Ub B Db Db Db Bb;14;0.07
10;11;1;E1-E5-E7-E8-K10-K12-K3-K4-K8-K9;Ub R Ub Ub Ub R Ub Rb Rb U R;11;0.09
8;9;1;E2-E3-E5-E8-K11-K12-K5-K6;Lb Bb L B U Bb Ub;7;0.14
12;13;1;E1-E2-E3-E5-E8-K10-K11-K12-K3-K5-K6-K7;F D U U Db Ub F U Fb Fb Fb Fb Fb Ub Fb Ub F F F U;20;0.05
12;13;1;E2-E3-E4-E5-E6-K1-K10-K12-K4-K6-K7-K9;Fb U U U Fb Ub F U F D D D D U F D D Ub Db Db;20;0.05
13;14;1;E2-E3-E4-E5-E6-K1-K10-K12-K2-K4-K6-K7-K9;Fb L Rb Lb F Lb Lb Fb R F R F Lb Rb L R Fb Rb L L;20;0.05
7;8;1;E1-E5-E8-K11-K2-K7-K8;Rb F R U F Ub Fb;7;0.14
9;10;1;E1-E4-E5-E7-E8-K5-K7-K8-K9;Db Fb Db Db F D F D Fb Fb Fb B B Fb B B Fb Fb Db Fb;20;0.05
7;9;2;E3-E4-E6-E7-K5-K6-K8;R D Rb Fb Rb F D;7;0.29
11;12;1;E1-E2-E3-E7-E8-K1-K10-K3-K6-K7-K9;D F D F D Fb Db Fb Db Fb;10;0.10
13;14;1;E1-E2-E3-E7-E8-K1-K10-K11-K3-K5-K6-K7-K9;Ub D U Bb U B Db Bb U U U B;12;0.08
9;10;1;E2-E3-E5-E7-E8-K1-K10-K11-K12;U R D U D D D D Ub Rb Db Db U D D R Db Rb Ub Ub;20;0.05
10;11;1;E1-E2-E3-E5-E7-E8-K1-K10-K11-K12;L U Bb Ub Lb Ub Bb L B U;10;0.10
9;10;1;E1-E2-E5-E6-E7-K10-K3-K5-K9;Rb Rb U U U Rb Ub Rb Ub Ub L Rb Lb Rb Rb U R Ub Ub Ub;20;0.05
11;12;1;E1-E2-E4-E6-E7-E8-K11-K12-K2-K5-K9;Lb Fb L F L F L Fb Lb Fb;10;0.10
13;14;1;E4-E6-E7-E8-K1-K10-K11-K12-K2-K3-K4-K5-K7;Bb Fb Fb B R F B Rb F R B B Rb Fb R Fb B Rb Fb Fb;20;0.05
10;11;1;E1-E2-E4-E5-E6-E7-K10-K3-K5-K6;L L Fb B Fb Bb Lb Lb F F L L Fb Fb Fb B Fb Bb Fb Fb;20;0.05
11;12;1;E1-E2-E3-E4-E6-E7-K12-K3-K6-K7-K9;Ub Ub D D U Db U Db Fb D Fb Fb Fb D F D Fb Db Fb Db;20;0.05
8;9;1;E2-E3-E4-E6-E8-K2-K3-K9;Lb Db L D B Db Bb;7;0.14
6;7;1;E1-E2-E3-E5-E7-K4;L U Bb Ub Bb L B;7;0.14
13;14;1;E1-E3-E5-E6-E7-E8-K1-K10-K12-K2-K3-K6-K8;U R L R U L Ub Lb Ub Lb Ub R R R R L U R R Ub;20;0.05
9;10;1;E1-E3-E7-E8-K11-K2-K5-K7-K9;Ub B Ub B U Bb U;7;0.14
11;12;1;E1-E2-E3-E7-E8-K11-K2-K5-K6-K7-K9;D U D R Ub D U Rb Db U Rb Db Db R R D R R Ub Ub;20;0.05
4;6;2;E3-E6-E7-E8;B Lb Bb L;4;0.50
6;7;1;E2-E4-E6-E7-E8-K2;L D F F F Db Fb L F;9;0.11
9;10;1;E2-E4-E5-E6-E7-E8-K11-K2-K3;Db Db F Db Db Db Db Lb F Db Fb L F L D F Lb Db L Db;20;0.05
8;9;1;E2-E3-E4-E6-E8-K1-K5-K7;Lb B D B Db Bb L Bb;8;0.12
9;10;1;E1-E2-E4-E6-K11-K12-K3-K4-K9;F L Fb Rb F Lb Fb R;8;0.12
13;15;2;E1-E2-E4-E5-E6-E7-K10-K11-K3-K4-K5-K7-K9;L R R R Fb R Lb Rb Fb Lb Fb L F L F R L Rb Lb R;20;0.10
7;8;1;E2-E3-E8-K1-K11-K12-K4;B F Db Bb D Fb;6;0.17
9;10;1;E2-E3-E5-E8-K1-K11-K12-K4-K6;Rb D Lb Db R D L Db;8;0.12
10;11;1;E2-E3-E5-E7-E8-K1-K11-K12-K4-K6;U U Bb Db B Ub Bb D B Ub;10;0.10
5;6;1;E2-E3-E6-E7-K9;Ub Rb F R F U Fb;7;0.14
9;10;1;E1-E2-E3-E4-E6-E7-K1-K11-K9;Rb Bb Rb B R B R Fb Bb Fb Fb Fb Fb B Fb Fb Fb B Rb Bb;20;0.05
10;11;1;E1-E2-E3-E4-E6-E7-K1-K11-K6-K9;F F Ub Fb Rb Ub Rb F R U Rb Rb Rb Fb;14;0.07
12;13;1;E3-E4-E6-E7-E8-K10-K12-K3-K6-K7-K8-K9;U R U Rb Ub Rb Ub Rb U R;10;0.10
13;14;1;E3-E4-E6-E7-E8-K1-K10-K12-K3-K6-K7-K8-K9;Db U Bb Db B Ub Bb D B U D Ub;12;0.08
13;14;1;E1-E2-E3-E4-E5-E7-K10-K2-K5-K6-K7-K8-K9;Fb Fb R R Fb Fb Rb Rb Fb B Fb Bb Rb Bb Fb B F Rb;18;0.06
5;6;1;E6-E7-E8-K1-K6;F Bb R Fb B;5;0.20
13;14;1;E2-E4-E6-E7-E8-K1-K11-K12-K2-K4-K6-K7-K9;Bb Rb Bb Rb L L L L B R B R Lb R Lb Rb Lb Lb B Rb;20;0.05
7;9;2;E1-E2-E7-E8-K1-K4-K8;B R Bb Rb Ub B U;7;0.29
12;13;1;E1-E2-E6-E7-E8-K1-K10-K11-K3-K4-K8-K9;U D U D Ub Ub L Db Lb Db U D L D Lb U Db Db U U;20;0.05
7;8;1;E5-E7-E8-K2-K4-K8-K9;Rb Ub Ub R Ub Ub;6;0.17
12;13;1;E1-E3-E4-E5-E7-E8-K1-K10-K2-K4-K8-K9;Lb F Rb L R R Lb F R Fb Rb Fb Rb Fb Lb Rb Lb Lb R R;20;0.05
5;7;2;E4-E5-E8-K10-K2;Rb Rb;2;1.00
6;7;1;E1-E3-E5-E8-K12-K8;Lb D Bb Db L;5;0.20
9;10;1;E3-E5-E6-E7-E8-K1-K12-K2-K8;Lb Rb U Lb Rb U L Ub Lb R Lb Ub Lb Lb R L;16;0.06
7;8;1;E1-E4-K10-K11-K3-K4-K9;Rb Rb Fb R R F;6;0.17
7;8;1;E2-E4-E6-E7-K6-K7-K9;U Lb Ub L Fb Ub Fb U Fb Fb Fb;11;0.09
11;12;1;E1-E3-E6-E7-K10-K12-K2-K3-K4-K6-K7;L Db Lb Bb L B D;7;0.14
11;14;3;E3-E4-E6-E8-K10-K12-K2-K3-K4-K8-K9;Bb D B D Lb Db L Db;8;0.38
4;5;1;E1-E5-E7-K11;Lb Ub L;3;0.33
13;15;2;E1-E3-E4-E5-E7-E8-K10-K11-K12-K4-K5-K7-K8;Lb U L U L U U Lb Ub Lb Ub Lb;12;0.17
13;14;1;E1-E2-E4-E5-E6-E7-K1-K10-K11-K12-K3-K5-K9;Bb Bb U B B D U Db U U Bb Ub Bb U Db U D B U Bb;20;0.05
12;13;1;E2-E3-E5-E6-E7-K1-K11-K12-K3-K4-K7-K9;U U D Ub B D D Bb Ub B D D Bb Db;14;0.07
10;11;1;E4-E6-E7-K1-K10-K2-K3-K6-K7-K9;Lb Db Rb Rb D L Db R R D;10;0.10
11;12;1;E1-E4-E6-E7-K1-K10-K2-K3-K6-K7-K9;Db R Ub Db Db Ub D U D D D U Db Rb Ub R Db Rb U D;20;0.05
13;14;1;E1-E4-E5-E6-E7-K1-K10-K11-K12-K2-K5-K6-K9;Ub Lb Lb U R Ub Rb Lb R Lb U Rb;12;0.08
6;8;2;E4-E6-E7-K11-K3-K6;Db Fb L F D Lb;6;0.33
8;10;2;E3-E5-E7-K1-K2-K4-K5-K7;R D Rb U R Db Rb Ub;8;0.25
12;13;1;E2-E3-E5-E6-E7-E8-K1-K2-K4-K5-K7-K8;L D D Lb D D R Lb Rb Lb Lb D L D L L Db Lb D Lb;20;0.05
9;10;1;E2-E8-K10-K12-K3-K4-K5-K6-K8;Rb B U Bb Ub R;6;0.17
12;13;1;E1-E2-E4-E5-E8-K10-K12-K3-K4-K5-K6-K8;Db Fb Ub F D F F F U F;10;0.10
12;13;1;E1-E3-E4-E5-E6-E8-K10-K11-K12-K2-K4-K6;Fb L Ub Fb Lb Ub Fb L U L F F;12;0.08
13;14;1;E1-E3-E4-E5-E6-E8-K10-K11-K12-K2-K4-K6-K8;Fb Rb Lb Lb F R F R F R R R Fb Rb Fb Rb L R L F;20;0.05
8;9;1;E1-E5-E7-K12-K2-K3-K7-K8;Bb U L Ub B;5;0.20
7;8;1;E2-E3-E5-E6-E7-K1-K6;Ub Fb Db F Db U D Fb D F;10;0.10
7;8;1;E2-E3-E4-E6-E7-K12-K4;Ub Bb L B L U Bb;7;0.14
13;14;1;E1-E2-E5-E6-E7-E8-K1-K10-K12-K4-K5-K6-K7;Db Rb D R D R D Ub Db U D Rb Db Rb;14;0.07
11;12;1;E2-E3-E4-E5-E8-K1-K11-K12-K2-K5-K7;Rb D Lb Db R D L Db;8;0.12
13;14;1;E2-E3-E4-E5-E7-E8-K1-K11-K12-K2-K5-K7-K9;R U Lb Ub Ub Ub Ub Ub Lb Ub Lb U L U Rb Rb L R;18;0.06
7;8;1;E2-E4-E6-E8-K5-K6-K8;D Bb Bb Db Ub B B U;8;0.12
12;13;1;E1-E2-E3-E4-E5-E7-K1-K10-K11-K2-K5-K8;R Ub Lb Ub Lb U L U L Rb Rb L Rb Lb Rb U R R Lb R;20;0.05
6;7;1;E1-E6-K12-K3-K5-K6;F D F Db F F;6;0.17
8;9;1;E2-E3-K1-K10-K11-K2-K6-K8;D Fb Db F;4;0.25
12;13;1;E2-E3-E5-E7-E8-K1-K10-K11-K2-K6-K7-K8;Ub Ub F Db F Db Ub D U F F D D D U D F D Fb U;20;0.05
6;8;2;E2-E5-E6-E7-K1-K3;B U Lb Ub Bb;5;0.40
12;13;1;E2-E3-E4-E5-E6-E7-K1-K2-K3-K5-K6-K7;B B B B Rb B D Rb Bb R B Db Bb D R Db Bb Bb Bb Bb;20;0.05
7;8;1;E2-E3-E4-E7-E8-K10-K11;Lb Ub Fb Ub L F U L F Ub;10;0.10
5;6;1;E2-E4-E5-E8-K5;R Fb Ub F Rb;5;0.20
13;14;1;E2-E3-E4-E5-E8-K10-K12-K2-K4-K5-K6-K7-K8;Rb Rb Rb L U L Ub R U Lb U U U Rb Lb U U U U Rb;20;0.05
12;13;1;E1-E4-E5-E6-E8-K2-K4-K5-K6-K7-K8-K9;D Bb Db F D Bb Db Db Db Db F Bb Bb Fb Db Fb;16;0.06
4;7;3;E6-E7-K3-K6;B L L Bb;4;0.75
7;8;1;E4-E6-E7-K3-K5-K6-K9;D Rb Db Bb R B;6;0.17
8;9;1;E4-E6-E7-E8-K3-K5-K6-K9;Ub R Db Rb U R D Rb;8;0.12
10;11;1;E2-E4-E5-E6-E8-K11-K2-K3-K5-K9;Fb L F R Fb Lb F Rb;8;0.12
13;14;1;E2-E4-E5-E6-E7-K1-K10-K3-K5-K6-K7-K8-K9;Fb Bb F F Bb F B Db Bb Bb D B F Bb F Db Bb Bb D B;20;0.05
4;5;1;E3-E7-E8-K2;D L Db;3;0.33
7;8;1;E1-E3-E4-E6-E8-K6-K7;Rb Ub R U B Ub Rb U Bb R;10;0.10
11;13;2;E1-E3-E4-E6-E8-K11-K12-K2-K4-K5-K9;R Ub Bb U R B Rb Bb Rb;9;0.22
13;14;1;E1-E3-E4-E6-E8-K10-K11-K12-K2-K4-K5-K8-K9;R Fb R R R R F Rb B R F Rb F B Fb B R Fb Rb B;20;0.05
11;12;1;E1-E3-E4-E6-E7-K1-K11-K2-K5-K8-K9;Db R R R Db R R D L R Lb D R Db Db Rb L L L L;20;0.05
12;13;1;E1-E3-E4-E6-E7-K1-K11-K2-K3-K5-K8-K9;L Ub Lb Db Lb U D Ub D U Db U Db U U L L U Lb D;20;0.05
13;14;1;E1-E2-E3-E5-E7-K1-K10-K11-K2-K3-K5-K6-K8;F Ub B U F Ub Bb U F F;10;0.10
6;7;1;E2-E3-E7-E8-K6-K9;B R U Bb Ub Rb;6;0.17
8;9;1;E2-E3-E6-E7-E8-K5-K6-K9;D Fb Db B D F Db B B B;10;0.10
13;14;1;E2-E5-E6-E7-E8-K10-K11-K12-K2-K3-K4-K7-K8;L L Db L U L L Ub Lb D L Db U L D L L U U U;20;0.05
12;13;1;E1-E2-E3-E5-E6-E7-K10-K11-K3-K4-K5-K9;Bb F F F Ub Bb Ub B U B U B Ub F;14;0.07
13;14;1;E1-E2-E4-E5-E8-K1-K10-K11-K12-K2-K4-K5-K8;Ub D B U Bb Db B Ub Bb D Ub Ub Ub Db;14;0.07
6;7;1;E1-E6-E7-K11-K4-K6;R Bb Lb B Rb;5;0.20
10;11;1;E1-E3-E5-E6-K10-K12-K2-K5-K7-K8;D B B B Db Fb D B Db F;10;0.10
13;14;1;E1-E2-E3-E5-E7-K1-K10-K11-K3-K4-K7-K8-K9;F F B Ub Bb U Fb Ub B F Bb Fb B U Fb Bb U U U U;20;0.05
12;14;2;E3-E4-E7-E8-K10-K11-K12-K2-K3-K4-K5-K6;B L R Lb Bb Lb B Rb Bb L;10;0.20
13;14;1;E1-E2-E3-E4-E8-K1-K10-K12-K2-K3-K5-K7-K8;R F Lb Fb Rb F L Fb;8;0.12
11;12;1;E1-E2-E4-E6-E7-E8-K1-K12-K2-K3-K9;Rb D Rb Db Fb R D R D Fb Fb Fb Fb Db F R Db Fb Db R;20;0.05
9;11;2;E1-E3-E6-E8-K10-K11-K12-K6-K8;Db L L Bb Bb Lb Lb D;8;0.25
13;14;1;E1-E2-E3-E6-E8-K10-K11-K12-K4-K5-K6-K8-K9;Bb U Bb U F F F Ub Fb Ub Ub Ub Ub F B U F U U B;20;0.05
6;7;1;E1-E3-E6-K2-K7-K9;Fb U F Ub F;5;0.20
5;6;1;E3-E7-E8-K5-K9;Bb Bb;2;0.50
7;8;1;E1-E2-E3-E7-E8-K5-K9;U B U B L Ub Lb Ub Ub;9;0.11
7;8;1;E1-E2-E6-K1-K12-K2-K4;Rb Fb Db F R;5;0.20
13;14;1;E1-E4-E5-E8-K1-K10-K11-K2-K3-K4-K6-K8-K9;R R R Lb R Lb D R R D L Db R R D Lb Db Db L L;20;0.05
9;10;1;E2-E3-E4-E8-K10-K2-K5-K8-K9;R Lb Lb Fb Rb L L;7;0.14
13;14;1;E2-E3-E4-E5-K1-K10-K11-K12-K2-K3-K6-K7-K9;Rb Bb L R Lb Rb L B R Bb Lb Bb Bb Bb;14;0.07
5;6;1;E3-E5-E6-E7-K1;U R F Ub Fb Rb;6;0.17
12;13;1;E2-E3-E4-E5-E6-E7-K1-K10-K11-K2-K3-K9;Fb R F Rb Fb Rb Fb R R R F R B F Bb Fb B F Bb F;20;0.05
11;12;1;E2-E3-E5-E6-E7-E8-K2-K3-K4-K5-K9;Rb Rb D F D R Db Db Rb Fb Rb Db;12;0.08
13;14;1;E1-E2-E4-E5-E6-E7-K10-K11-K12-K3-K5-K8-K9;B L B L B Rb L R L Rb L R Lb Bb R Lb Rb Bb Lb B;20;0.05
13;14;1;E1-E2-E4-E5-E6-E8-K10-K11-K2-K6-K7-K8-K9;Fb Ub D Ub Db F F Db Ub Ub D Fb Fb Ub Ub Fb;16;0.06
11;12;1;E1-E2-E3-E4-E6-E7-K1-K10-K12-K5-K6;R L R Lb U R U R Ub Rb Ub Ub Ub Ub R Ub Rb Ub Rb Ub;20;0.05
13;14;1;E1-E2-E3-E4-E5-K1-K10-K11-K2-K5-K6-K7-K9;R Db Lb D Rb D D D L D;10;0.10
7;8;1;E1-E4-E5-E6-K3-K4-K5;Bb Db B R D Rb Db;7;0.14
12;14;2;E1-E4-E5-E6-E7-E8-K1-K10-K12-K3-K4-K5;R D R D R R R R D Rb Db L Rb Lb Db Rb Rb D;18;0.11
12;13;1;E2-E3-E4-E5-E6-K1-K12-K2-K3-K4-K6-K9;D D Rb U R Db Rb U U U R Db;12;0.08
13;14;1;E1-E2-E3-E4-E5-E6-K1-K12-K2-K3-K4-K6-K9;Db Db Db Db Bb F Db Bb Db Bb Db B D Fb B F D Bb Fb Bb;20;0.05
12;13;1;E2-E5-E6-E7-K11-K2-K4-K5-K6-K7-K8-K9;F Ub F Bb F F B U Bb Fb B Ub Fb U F B B B B;19;0.05
13;14;1;E2-E3-E4-E5-E8-K10-K11-K2-K4-K5-K6-K7-K8;Db Ub R D Ub Db Rb D R U Rb U;12;0.08
13;14;1;E1-E2-E4-E6-E7-E8-K1-K10-K3-K4-K7-K8-K9;Fb Bb F B D D D Bb Db Bb D B Fb B F Bb D B D Bb;20;0.05
7;8;1;E3-E5-E7-E8-K11-K2-K6;Ub Fb Rb U R F;6;0.17
11;12;1;E2-E3-E5-E7-E8-K11-K2-K3-K5-K6-K7;Lb D L U Lb Db L Ub;8;0.12
13;14;1;E2-E3-E4-E6-E7-E8-K11-K2-K3-K4-K5-K6-K7;L Db Db L L D D L Rb Lb Lb R Lb D D L;16;0.06
7;8;1;E3-E5-E8-K1-K10-K6-K8;Bb Rb B R;4;0.25
11;12;1;E3-E4-E5-E6-K1-K10-K12-K2-K6-K8-K9;Db Db Rb U R Db Rb Ub R Db;10;0.10
13;14;1;E2-E3-E4-E5-E6-E8-K1-K11-K12-K4-K6-K7-K8;Lb Db Lb Db Lb D L Db Db Db L D;12;0.08
6;8;2;E1-E2-K10-K11-K2-K5;Lb F F L;4;0.50
7;8;1;E1-E3-E6-E8-K11-K4-K6;Db Fb Fb R Fb Fb D;7;0.14
12;13;1;E1-E3-E6-E7-E8-K11-K3-K4-K6-K7-K8-K9;Ub Ub R Db Rb Ub Ub R D Rb;10;0.10
6;7;1;E1-E6-E7-K1-K4-K5;R L Bb Rb Lb;5;0.20
10;11;1;E1-E3-E7-E8-K1-K11-K3-K4-K5-K7;D Ub Db Lb U D L U Db Ub Lb Ub L U;14;0.07
7;8;1;E7-E8-K1-K10-K2-K3-K8;Fb D F R Db Rb;6;0.17
8;9;1;E6-E7-E8-K1-K10-K2-K3-K8;B F F Db Bb Fb Fb;7;0.14
12;13;1;E1-E2-E4-E6-E7-E8-K1-K11-K2-K3-K8-K9;Fb Lb Fb Lb Lb B F L B Fb Bb F Lb Bb L F L F F Lb;20;0.05
11;12;1;E1-E3-E4-E6-E8-K11-K2-K4-K5-K6-K8;Db R L L R D R D R D Rb Db Rb Db R Lb Lb Db Db Db;20;0.05
9;10;1;E1-E2-E3-E4-E5-E8-K11-K5-K9;Ub D U U U R U R Ub Rb Ub D U Db Ub Rb Ub R Ub Db;20;0.05
10;11;1;E2-E5-K1-K11-K12-K5-K6-K7-K8-K9;Bb Ub Bb Ub B U U B;8;0.12
6;8;2;E1-E4-E6-E7-K11-K12;L L U L L;5;0.40
14;15;1;E1-E2-E4-E5-E8-K1-K10-K11-K12-K3-K4-K5-K8-K9;Ub B U Fb Ub Bb U B B B B B F Bb;14;0.07
10;12;2;E1-E3-E4-E8-K10-K2-K5-K7-K8-K9;Ub L R R U L L L L Rb Rb Lb Ub Ub Ub;15;0.13
13;14;1;E1-E3-E5-E6-E8-K1-K10-K2-K3-K4-K6-K7-K9;F F L L L B L Fb Fb Lb Bb Lb Lb Lb;14;0.07
14;15;1;E1-E3-E5-E6-E7-E8-K1-K10-K2-K3-K4-K6-K7-K9;Bb Bb F D F D Fb Fb Fb Db Fb Db B B B B Fb Db Bb Bb;20;0.05
12;14;2;E3-E5-E6-E7-E8-K12-K3-K4-K6-K7-K8-K9;B B D L Db Lb Bb L Bb;9;0.22
7;8;1;E8-K1-K10-K11-K4-K7-K8;Bb Ub B U;4;0.25
10;11;1;E1-E2-E4-E5-E7-K2-K3-K4-K5-K9;Bb Rb F Bb Fb R B R B R Bb Bb F B B Fb Bb R R R;20;0.05
7;8;1;E3-E5-E6-E8-K12-K4-K8;Db F Ub Fb D;5;0.20
8;9;1;E3-E5-E6-E7-E8-K12-K4-K8;Ub Lb Fb Lb F U L;7;0.14
9;10;1;E2-E8-K1-K10-K11-K3-K4-K6-K8;Fb R Bb Rb F R B Rb;8;0.12
12;13;1;E2-E3-E4-E8-K1-K10-K11-K2-K3-K4-K6-K8;Fb Db F D B Fb B F Db Fb D F Bb Bb;14;0.07
5;6;1;E3-E6-E7-K5-K9;Ub L U Lb;4;0.25
13;16;3;E1-E2-E3-E5-E8-K1-K10-K11-K12-K2-K6-K7-K9;Rb Bb R F F Rb B R F F;10;0.30
9;11;2;E1-E6-E8-K10-K11-K3-K4-K6-K8;L Ub Db Lb D U Lb;7;0.29
14;15;1;E1-E2-E3-E6-E8-K1-K10-K11-K12-K3-K4-K5-K6-K8;Lb Lb B Rb Bb R L L Rb B L R Lb Bb;14;0.07
9;10;1;E2-E3-E6-E8-K10-K11-K5-K6-K9;Ub Fb U F L Fb Lb;7;0.14
13;14;1;E1-E2-E3-E5-E6-E8-K1-K10-K11-K5-K6-K8-K9;U U R U R U Rb Rb D Ub Db Rb D Ub D U D D Ub Rb;20;0.05
13;14;1;E1-E2-E4-E5-E6-E8-K1-K11-K3-K4-K5-K7-K8;Lb B Lb Bb L L R R L R R B L B L B Lb Bb Bb L;20;0.05
6;8;2;E6-E7-K12-K2-K5-K6;Db Db Rb Db Db;5;0.40
10;12;2;E3-E4-E6-E7-K12-K2-K5-K6-K8-K9;Lb F Rb Fb Lb Rb Fb Rb Rb Rb Rb F Lb R F R Fb L L L;20;0.10
13;14;1;E1-E2-E3-E4-E6-E8-K12-K4-K5-K6-K7-K8-K9;U B B U Bb Bb F Bb Fb Ub Ub Bb Ub Bb Ub Bb Bb U Bb Ub;20;0.05
13;14;1;E1-E4-E5-E7-K1-K10-K11-K3-K4-K5-K6-K7-K9;Db Fb Ub F D U D Ub Fb U F Db;12;0.08
14;15;1;E1-E4-E5-E7-E8-K1-K10-K11-K3-K4-K5-K6-K7-K9;Ub Bb Db B U Bb D B;8;0.12
5;7;2;E2-E3-E5-E8-K10;Ub Ub Rb Ub Ub;5;0.40
9;10;1;E1-E3-K1-K11-K12-K4-K6-K7-K9;Lb Ub R Ub Rb U L;7;0.14
14;15;1;E1-E2-E3-E5-E7-K1-K11-K12-K2-K4-K6-K7-K8-K9;Db Ub Fb Ub F D D Fb U F U Db;12;0.08
5;6;1;E3-E7-E8-K2-K6;Bb Bb U Bb Ub Bb;6;0.17
12;13;1;E2-E4-E6-E7-E8-K1-K10-K2-K3-K7-K8-K9;Bb R L Rb Rb Lb R B R Lb R R B Rb Bb L B R Bb R;20;0.05
8;9;1;E1-E3-E6-E7-K10-K2-K3-K8;Rb Lb Fb L F R;6;0.17
14;16;2;E1-E2-E3-E5-E6-E7-K1-K10-K2-K3-K5-K6-K7-K9;Ub Ub Bb F B U B U U Fb Bb Ub F Ub B Ub Fb B B B;20;0.10
13;16;3;E1-E3-E5-E7-E8-K1-K10-K2-K3-K4-K6-K7-K8;R D Rb U D U Db R Db U Rb Rb Rb Rb Ub Rb Ub Db Ub D;20;0.15
14;15;1;E2-E3-E4-E5-E7-K1-K10-K11-K2-K3-K5-K6-K7-K9;Fb Db F Ub Fb Db F U Fb Fb U D U Db Ub Ub F Db Db F;20;0.05
12;13;1;E1-E2-E3-E4-E5-E8-K12-K2-K4-K6-K7-K8;Lb Db Lb Db R Lb Lb Lb Rb D L D L Db;14;0.07
14;15;1;E1-E2-E3-E4-E5-E8-K11-K12-K2-K3-K4-K6-K7-K8;B Lb R R L R R L B Lb Lb Lb Bb Lb Bb Lb Bb Rb L R;20;0.05
14;15;1;E1-E2-E6-E7-E8-K10-K12-K2-K3-K5-K6-K7-K8-K9;Fb Bb U B Ub B Fb Fb Fb Bb U B B B Ub Fb Fb B Fb Fb;20;0.05
8;11;3;E1-E3-E4-E5-E6-K12-K3-K7;Fb D U U Db U Db Ub Ub D F D Fb Ub F U U Db Ub Ub;20;0.15
4;5;1;E3-E5-E7-K9;Rb U R;3;0.33
12;13;1;E1-E2-E5-E7-E8-K11-K3-K4-K5-K7-K8-K9;U D Ub D D U D L D U D Ub Lb Ub Lb Lb Lb D D Lb;20;0.05
13;14;1;E1-E2-E3-E5-E7-E8-K11-K3-K4-K5-K7-K8-K9;Lb Db Db L D L D L L Db R Lb Rb Db;14;0.07
10;11;1;E1-E3-E4-E8-K1-K10-K11-K12-K2-K3;B L F B F Bb Lb Bb Bb L F Bb Bb Fb Bb Fb Fb Bb Lb B;20;0.05
6;7;1;E1-E5-E6-K11-K5-K8;B Lb Bb Db L D;6;0.17
7;8;1;E1-E2-E5-E6-K11-K5-K8;Lb Db L D L U Lb Ub;8;0.12
10;11;1;E1-E2-E3-E5-E6-E7-K11-K4-K5-K8;Ub Lb Ub B L U B L Ub Bb;10;0.10
12;13;1;E2-E3-E5-E7-E8-K11-K2-K3-K4-K5-K6-K7;L L Bb Lb Lb B L R R R Lb Lb Lb R Bb L L L B L;20;0.05
5;6;1;E3-E5-E6-E8-K11;Ub L Fb Lb U;5;0.20
11;12;1;E1-E4-E6-E7-E8-K12-K2-K4-K7-K8-K9;Lb Lb F F Bb L Bb Lb F L B Lb B F L L F F F F;20;0.05
12;13;1;E1-E4-E5-E6-E8-K1-K10-K2-K3-K5-K7-K9;D U D D Rb D R Ub Rb Db R Ub Db Db Ub Ub Db Db Ub D;20;0.05
12;13;1;E1-E2-E4-E7-E8-K1-K11-K4-K6-K7-K8-K9;Db B Ub Bb D D D D D B U Bb;12;0.08
4;7;3;E3-E5-E8-K7;U R F Rb Fb;5;0.60
13;14;1;E1-E2-E3-E4-E7-K1-K11-K12-K2-K3-K5-K7-K9;L B R Bb Lb B Rb Bb;8;0.12
